comment,label
"Title: Anti-American Leftists Set To Expose Themselves At President Trump's First State Of The Union Speech  Article: The NWO neo-Nazi Left in Washington just cannot help themselves in identifying who they really are. During president Trump's first State of the Union speech in 2018, they will be showing us who the real anti-Americans are by either not showing up in protest, or by wearing black. The usual known psychos like Maxine Waters, Nancy Pelosi, Al Green, John McCain, Frederica Wilson, John Lewis, Jeff Flake, and the list goes on, will either not be attending the SOTU or be wearing black. As many as 40 lawmakers have said they will not be attending the event at all. The benefit to American Patriots who believe in the sovereignty of the United States and the constitution as the basis of all law in the country, will be knowing who the people in office are who are busy trying to destroy their country. The usual protests against president Trump have already been arranged by some of these lawmakers to take place outside during the speech, which tells us basically that most of these lawmakers who are protesting against the President are either very close or actual members of the known terrorist groups BLM and ANTIFA. The DNC passed a resolution in 2015 supporting BLM and Hillary Clinton has funneled millions to BLM via various transactions from the Clinton Foundation. Since both BLM and ANTIFA have been labeled as terrorist organizations by the FBI and DHS, anyone who donates money to either of them is committing an act of treason against the US and should be arrested. The group BLM was the brainchild of Barack H Obama, thus it comes as no surprise that the Clinton's and most of the anti-American Left support it and or actually belong to it.",1
"Title: The Republican Plan To Bail On The Presidential Debates Has Completely Backfired %%  Article: RNC Chairman Reince Priebus was trying to use the planned Hillary Clinton programs on CNN and NBC as an excuse to cut down on the number of 2016 debates. Instead, his plan has completely backfired. Chairman Priebus sent letters to CNN and NBC demanding that they cancel respectively a documentary and a mini-series about Hillary Clinton. Priebus threatened that if these programs were not canceled, there would be no Republican primary debates on CNN and NBC. Here is the RNC letter to CNN: GOPCNN Priebus had three goals when he sent the letter. He is already trying to build in an excuse for Republicans losing the 2016 election. (The media was in the bag for Hillary.) Priebus was trying to motivate the Republican base with cries of liberal media bias, and most importantly, he was looking for an excuse to cancel Republican primary debates. The head of the RNC is convinced that Republicans lost because they reached too many voters. Part of his big plan to remake the GOP after their 2012 defeat is to build up a front runner and wrap up the nomination early by limiting the number of primary debates. Priebus recently admitted to Fox News that his party cant handle the scrutiny of the primary process: On Fox News, Priebus lashed out at the number of debates and moderators, I think 23 debates is ridiculous, but the second thing that is ridiculous is allowing moderators, who are not serving the best interests of the candidate and the party, to actually be the people to be deposing our people.",0
"Title: Washington and Allies Go Orwellian  Article: Just as North and South Korea achieve important peaceful exchanges, Washington and its NATO allies appear to be moving with determination to sabotage the initiative for averting war on the East Asian peninsula. Further, the reckless, gratuitous provocations beg the conclusion that the United States is indeed trying to start a war. Meanwhile, unprecedented accusations this week by US President Donald Trump that Russia is supporting North Korea to evade United Nations sanctions also point to the danger that any conflict could spiral out of control to engulf world nuclear powers. Moscow rejected the unsubstantiated claims leveled by Trump, saying that Russia is abiding by UN trade restrictions over North Korea, and that the American presidents allegations were entirely unfounded. Trumps verbal broadside suggests that Washington is trying to undermine the nascent talks between the two Koreas, talks which Russia and China have both applauded as a long-overdue diplomatic effort to resolve the Korean conflict. Separately, Russias Foreign Minister Sergei Lavrov deplored a summit held in Vancouver, Canada, earlier this week in which the US and 19 other nations  most of them NATO members  called for sharper sanctions on North Korea that go beyond the remit of the United Nations. The conference, co-hosted by Canadas Foreign Minister Chrystia Freeland and US Secretary of State Rex Tillerson, issued a stridently bellicose statement, calling in effect for North Korea to surrender its nuclear weapons or face US-led military action. Significantly, and pointedly, China and Russia were not invited to the Canadian summit.",1
"Title: It's Time For An Adult Conversation  Article: It's Time For An Adult Conversation (Before It's News) By February 2011, now just over four months away, America will know whether the Republican Party that they have returned to power in the House, along with the increased number in the Senate, truly are a new breed of Republicans (or rather, a return to the traditional Republicans of the pasttrue limited government, low tax conservatives), or whether we have the same mess as before in new packaging. To be sure, Republicans are unlikely to accomplish much in 2011 and 2012, at least from an administrative standpoint. Even if they regain a majority in the House (very likely) and Senate (an outside possibility requiring all the stars to align), they are still faced with an opposition president wielding veto power, a president who has vowed that there will be hand-to-hand combat in Washington if Republicans win. Despite his lofty rhetoric of ushering in an era of true bipartisanship, Obamas latest comments reveal what most of us already knew. Namely, that bipartisanship to Democrats means Republicans must vote for everything that the Democrat majority passes or be labeled as obstructionist. This is the same president who, shortly after taking office in January 2009, and when facing Republican opposition to the stimulus package, repeatedly reminded Republicans that hed won the election. Therefore, the implication being, America has accepted his goals and his agenda and there will be no compromises.",1
"Title: NRA Freaks Out After Obama Moves To Keep Guns Out of the Hands of Convicted Felons  Article: As expected, the National Rifle Association freaked out today after the Obama administration announced that they are going to keep the most dangerous firearms out of the wrong hands and ban almost all re-imports of military surplus firearms to private entities. Requiring background checks for corporations and trusts does not keep firearms out of the hands of criminals, NRA spokesperson Andrew Arulanandam said in a statement released on Buzzfeed. Prohibiting the re-importation of firearms into the U.S. that were manufactured 50 or more years ago does not keep firearms out of the hands of criminals. He huffed and he puffed, This administration should get serious about prosecuting violent criminals who misuse guns and stop focusing its efforts on law-abiding gun owners. (Continued Below) Yeah, wow. Sure sounds like Obama is tyrant of the highest order. Obama is taking aim at law-abiding gun owners  if by law-abiding gun owners you mean convicted felons and domestic abusers, which may be the same thing in Republican world. The ATF rule would require those who register a gun to a corporation to undergo a background check, thereby closing a loophole that permits convicted felons, domestic abusers and others who are not supposed to own guns to buy them. This loophole rule applies to convicted felons and domestic abusers.",0
"Title: Farrakhan, Bari Weiss, Anti-Semitism and the Progressive Media  Article: There are two hot trends in the progressive media now. 1. Excusing Farrakhan and the Nation of Islam  2. Attacking Bari Weiss, a Jewish liberal New York Times columnist who called out anti-Semitism on the left, especially in the Women's March, whose leaders have praised Farrakhan  The two trends are one and the same. The same progressive media echo chamber is fighting to protect an anti-Semitic intersectional movement while attacking a Jewish woman who called it out. Examples of the former trend include, Why Tamika Mallory Wont Condemn Farrakhan at The Atlantic, Shaun King at The Intercept, ""A Word About Louis Farrakhan and Tamika Mallory"" at The Root, and Masha Gessen at the New Yorker. Some examples of the latter include the Neo-Soviet titled rant, ""A New York Times columnist blamed a far-left 'mob' for her woes. But maybe she deserves them"" by Avi Selk at the Washington Post, Ben Mathis-Lilley at Slate, an attack from Glenn Greenwald, the Hamas apologist at the top of The Intercept and the Bari Weiss Problem at The Outline. The former are filled with special pleading and the latter furious intolerance. We are expected to make special allowances for Farrakhan's black leftist fans while rabidly hating a Jewish woman whose real crime was challenging the leftist comfort level with anti-Semitism. Little more needs to be said. It's tediously predictable that the loudest attacks on Bari Weiss come from lefty columnists with Jewish last names. It's far safer to attack Bari Weiss than it is to stand up to Farrakhan.",0
"Title: Nikki Haley Blasts UN for Anti-Israel Vote - Spearheads Unheard Of Change in Voting for Israel  Article: U.S. Ambassador to the United Nations Nikki Haley has once again stood strong and tall for Israel before the global body. Haley blasted several of its members for ignoring the terror acts of Hamas in Gaza. And then made clear that the U.N. resolution condemning Israel for excessive use of force was nothing but a farce, and the United States would have no part of it. take our poll - story continues below  Whom do you consider to be the most corrupt Democrat Politician? Whom do you consider to be the most corrupt Democrat Politician? Whom do you consider to be the most corrupt Democrat Politician? * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker  Email *  Phone This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Freedom Outpost updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use. Haley has emerged as a true friend of Israel in recent times. Shes gone above and beyond the diplomatic role of her post to make sure the world understands: This is not the Muslim apologist White House of Barack Obama days. From Israel Unwired:  Once again the United Nations General Assembly voted on a one-sided anti-Israel resolution. US Ambassador to the UN Nikki Haley blasted the member nations for ignoring true calamities around the world and for ignoring the role of Hamas in the Gaza situation. The United Nations passed a resolution condemning Israel for excessive use of force in Gaza.",1
"Title: SYRIA: The White Helmets, Their Backers and Their Many Shades of Grey  Article: By Jan Oberg Transnational Foundation for Peace & Future Research While thousands of humanitarian organisations around the world are struggling fiercely with diminishing support from governments and the public, one has achieved a surprising amount of support from Western governments in a surprisingly short period of time and gained a surprising attention from mainstream media and ditto political elites: The Syrian Civil Defence or White Helmets. Their name of course makes you think of the UNs Blue Helmet and white is the colour of those who should be protected in harms way  and the colour of innocence. However, for many years there has been an Argentinian relief organisation with the same name. The SCD or White Helmets counts nearly 3.000 rescue workers who operate in very dangerous areas in rebel-held territories in Syria and claims that it has, in three years, rescued about 70.000 lives according to its Twitter account (or 65 per day). Contrary to what you might think, it isnt a Syrian organisation because Syria has its own organisation, incidentally also called Syria Civil Defence, which was established in 1953 and is registered with ICDO, the International Civil Defence Organisation, since 1972. The White Helmets seems to have an annual budget of US$$ 30 million and has raised a total support of well over US$$ 100 million. And it seems that they operate exclusively in war zones in which the fighting against the Syrian government and the Syrian Arab Army takes place, i.e.",0
"Title: Bigger than Jesus? How Rock and Roll and the Beatles Supplanted Christianity and Destroyed the West  Article: And if a house be divided against itself, that house cannot stand. - Mark 3:25  Over at First Things, one of the last redoubts of Catholic neoconservativism, John Waters has a curious article, How U2 betrayed Rock and Roll, arguing that the Irish quartet of aging rockers recent support of the yes vote in the Irish referendum on abortion is the unfortunate culmination of the bands spiritual and musical degeneration throughout the 90s and 2000s. However, Waters critique is followed by an odd affirmation that the Dubliner rockers, who had identified with Christianity off and on in their careers, were once a sincere and thoughtful group, concerned with the noble task of truth-telling. In fact, Waters even argues further that rock and roll is at least rooted in the authentic, nay even Christian spirituality of the singing of black slaves in the antebellum American Southalthough Waters does admit that the relationship between Christ and rock n roll is paradoxical at best. While Waters is correct in his deserved praise of the aesthetic quality of U2s music, he errs in his assessment of rock and rolls allegedly noble roots. Despite obvious precedence in Gospel-infused songs sung by slaves as well as in European ballads possibly dating back to the Paleolithic period, rock and roll has always been evil. At risk of reviving the Satanic Panic of the 1980s, it must be noted that there is no more relation between Christ and rock and roll than there is between Christ and Satan.",0
"Title: Why Wright Matters: Obamas on a Mission from God  Article: Headline: Bitcoin & Blockchain Searches Exceed Trump! Blockchain Stocks Are Next! A REPUBLIC, IF YOU CAN KEEP IT. ~BENJAMIN FRANKLIN By Tom Rowan | May 20, 2012 | American Thinker When Elwood retrieved his brother Jake from Joliet prison, the two went on a pilgrimage to their childhood Catholic orphanage. Their pitiful orphanage was under siege from Chicagos infamously oppressive tax regime and was being put out of business. For inspiration, the brothers were directed to a Chicago Baptist church. The church was filled with laughter and love, song and dance, and miraculous divine inspiration that set the Blues Brothers on their own mission with a purpose: keep hope alive for Chicago orphans by paying off the corrupt Chicago regime. The movie rendition of an all-black Baptist church led by the charismatic James Brown preacher, thrilling his flock with high-spirited love and devotion, is what gave The Blues Brothers soul. This was what America imagined successful, loving black churches in Chicago looked like. No wonder, then, that Reverend Wrights scream for God to damn America is so jarring even to this day. Reverend Wrights sentiment and his rants do not belong in any American church. Getting people high on hating America and its so-called white oppressors is what carnival barkers like Al Sharpton and Jessie Jackson do for a living. Most Americans still find it hard to reconcile the rage and the hate being preached at our presidents old house of worship. Christians get high on love, not hate. Christians are encouraged to be forgiving, not condemning. Christians seek to spread the good news and Christs commandment that [y]ou shall love your neighbor as yourself.",1
"Title: Sidmouth, Devon  Article: Subscribe to Canada Free Press for FREE Sidmouth, Devon On a trip to Sidmouth it becomes apparent that there is a huge amount of bed and breakfast accommodation available. We experience two quite different offerings at Travelodge, Sampford Peverell Service Area, Sampford Peverell, M5 (Junction 27), near Tiverton and at The Barn and Pinn Cottage, near Sidmouth. The Travelodge is up to 40 minutes away from the Regency seaside town. Visitors to this hotel know what to expect; the basics: a bed and en-suite accommodationnothing fancy. There is no restaurant at this particular Travelodge although cereal and juice can be purchased for breakfast for 5.25 per person. Theres also free car parking. We stay in a family room because our son Henry (18 months) is accompanying us and so there is room for his travel cot. But I notice that there is a pull out bed underneath the double bed as well as another bed in the corner of the room, so it would be possible for our family of five to stay, if necessary. Theres a double bed and en-suite bathroom. The staff are helpful and friendly and even though it is quite close to the motorway it is not even a distant rumble away thanks to good double glazing. Whenever we stay in a Travelodge they are always popular and this is no different, a variety of guests ranging from trades people to business people. The highlight of our stay is the fact that there is actually a bath. Most travellers may not bat an eyelid at this but since moving to our new home which currently only has a shower room, we miss our bath. The taps have really good pressure too meaning that the bath fills up really quickly.",0
"Title: John Oliver: The Confederate Flag Helps Us Identify the Worst People in the World %%  Article: John Oliver called it out on Last Week Tonight, saying that the Confederate flag is one of those symbols that should only be used to help us identify the worst people in the world. Watch the clip from Sundays show here: While the American flag was flying at half-staff on the South Carolina capitol building after the terrorist attack that killed nine people in a place of worship, Oliver explained, The one thing especially appalling  the Confederate battle flag was flying at full staff in front of the state capitol. The bigger question is why is it flying at any staff at all. In for the truth shot, Oliver added, The Confederate flag is one of those symbols that should really only be seen on T-shirts, belt buckles, and bumper stickers to help the rest of us identify the worst people in the world. If youre not from the south or havent lived there for a long time, the clip of South Carolina Senator and Republican presidential candidate Lindsey Graham explaining that the Confederate flag is who we are might shock you. Graham begrudgingly admitted  in that southern drawl that says this is ugly, and we shouldnt talk about it  that the flag has sometimes been used in a racist way. Sometimes, yall. Oliver wasnt having any of that, and he pointed out, I believe the first time the Confederate flag was used in a racist way was the exact second they finished sewing the first one! It was around that time! But really, this is the point. This is what people need to realize, especially in light of the Supreme Court saying that we dont need voter protection in the South anymore. The South glorifies that flag. If youre not from the south, you dont understand. This is who we are.",1
"Title: No Doubt About It, I Will Vote For Hillary Clinton If  Article: she wins the primary. Will I be happy, no, but I'm not going to commit stupidity and vote Republican. Up until that point I will support and donate to Bernie Sanders. I see no point in attacking Hillary Clinton, as giving the right more drool fuel than they already have is just plain nuts. If Clinton wins the primary the hate, misogyny and toxicity on show will be truly appalling. Hell I'm not even a Democrat [never will be either] but it has been a fact that for at least the last 60 years that the Republicans make handling plutonium safe by comparison. Also I really don't like the bipartisan center as that operates for one group of people alone, the extremely wealthy and coddles within it the warmongers. I don't like the two party first past the post system, but are we going to change that anytime soon? I don't like the corruption and favors linked to how campaigns are financed, it distorts further an already distorted system. Personally I can live with President Obama's policies and by the same logic Hillary Clinton's. I may not like the policies, I may disagree loudly and in my opinion they are too easily dragged to right of the great divide, but to even think of allowing another Republican jackass into the White House just makes me want to vomit. I have said for a long time that if you want to change the Democratic Party you have to do it from the ground up. That is one of the reasons I support Bernie Sanders 100% as to me this is a sign of a shift in the debate. Elizabeth Warren another. Politicians unafraid of speaking their minds, taking risks and above all fighting for our corner are rare on the left.",0
"Title: Pope Francis Invites The Homeless, Undocumented Immigrants And Prostitutes To Exclusive Catered Vatican Banquet  Article: By Werombi Towradji Pope Francis is no stranger to controversy, having been a frequent target for criticism by the radical and extreme right. His Holiness, the Bishop of Rome and Vicar of Christ, recently held a banquet at the Vatican. It was unlike any in the entire history of the Roman Catholic Church. Unlike other elite Vatican events, this one had a very unusual guest list, including prostitutes, drug addicts, unwed mothers, undocumented migrants and the homeless. Pope Francis defended the banquet, citing Matthew 9:11-13 from the Bible. The verses read: And the Pharisees seeing it, said to his disciples: Why doth your master eat with publicans and sinners? But Jesus hearing it, said: They that are in health need not a physician, but they that are ill. Go then and learn what this meaneth, I will have mercy and not sacrifice. For I am not come to call the just, but sinners. It is time for the church to enter the real world. We must recognize that real people are complex. No one is perfect, least of all me Pope Francis observed. Referring to himself as the Chief of sinners, Pope Francis said We have all sinned. It is not my job to judge anyone, it is only to share Gods boundless and infinite love. You cannot claim to truly love another if you also judge them at the same time. Do not forget Matthew 7:1-3. As pope, I have a special responsibility to seek after those souls that are most in need of my help. Shall I with one hand draw the person near and with the other push them away? This is hypocritical, it is not sincere.",0
"Title: Millionaire Poverty Pimps Fight 'Income Inequality'  Article: Daniel Greenfield, a Shillman Journalism Fellow at the Freedom Center, is an investigative journalist and writer focusing on the radical left and Islamic terrorism. Bernie Sanders, Michael Moore and Elizabeth Warren, three lefty millionaires, got together to solve ""income inequality"" in a town hall broadcast live from the Capitol visitors center. Washington D.C., where two out of the three parasites do business, has the worst income inequality in the country. The bottom fifth of Washington D.C. account for just 2% of the citys income. It has one of the highest poverty rates in the country and the highest food stamp use. And under Obama, the Imperial City of the politicians and the poor was surrounded by some of the wealthiest districts in the country. Income Inequality in America: The Rise of Oligarchy and Collapse of the Middle Class, the Sanders, Warren and Moore town hall, comes to progs from the most unequal and oligarchic city in America  If Bernie, Liz and Michael really want to see income inequality, they can take a walk away from the marble and glass edifices of big government to see what big government had wrought. It isnt any of their usual villains, the corporations and banks, who made Washington D.C. so miserable. Its the triumph of socialism. Washington D.C. and its bedroom communities are what the entire country would look like if the left got its way. A socialist apartheid state divided between the business of government and the poor. But the three socialist stooges arent just in the business of politics. Theyre millionaire poverty pimps. Bernie Sanders made over $1 million pushing conspiracy theories about income inequality.",1
"Title: America is F___ Racist, Men are Garbage, #CancelWhitePeople: New York Times Hire  Article: While some in the ""conservative"" media are defending racist New York Times writer Sarah Jeong, Robert Stacy McCain notes that she isn't just a racist, but has a history of ugly views toward various groups. She responded to the 2014 race riot in Ferguson, Missouri, by aiming obscenities at the police and declaring America is fking racist. This rhetoric was not a response to harassment, nor was Ms. Jeong mimicking anyone as satire. Her anti-police sentiments, like her anti-Christian sentiments, are evidently sincere... In July 2014, she tweeted a question: hey whats worse, a man who calls himself a feminist, or a man who refuses to call himself a feminist? To which she answered: its a trick question all men are equally garbage in my eyes. She has declared men are innately, unintentionally garbage (Feb. 24, 2015) and men are fountains of meaningless garbage and they see every woman as an open landfill for their thoughts (April 22, 2015)... A minute later, she added another tweet: Being a straight woman is like being attracted to garbage heaps made of radioactive arsenic. McCain specifically attacks the excuse, given by the Times and Jeong that this was just trolling. (The excuse never passed muster for the alt-right, I don't see why it should for the alt-left.) This was not counter-trolling or satire, this was the declaration of a committed feminist ideologue, and her various anti-white comments (e.g., Dumbass fking white people marking up the internet with their opinions like dogs psing on fire hydrants) are entirely consistent with her general worldview. And Andrew Sullivan, of all people, calls this out for the garbage excuse that it is.",1
"Title: Rasmussen Poll: Trump's Approval Rating Among Black Voters Now 29% vs. 15% One Year Ago  Article: New Rasmussen poll results point to an increase in President Trump's approval among black voters to 29% from 15% one year ago. And it would not take a huge shift in black voter sentiment to sway an election. If the results of this poll, a near doubling of support in one year, are genuine and sustainable, Democrats have reason to worry. Although this news may sound surprising, there are valid reasons for blacks to gravitate toward Trump. Democratic candidates generally take black support for granted, but Trump has actually made an effort to reach out to the black community. #ICYMI: From yesterday: Todays @realDonaldTrump approval ratings among black voters: 29% take our poll - story continues below Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed to the Supreme Court? * Yes, he will be confirmed. No, he will not be confirmed. Email *  Name This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Freedom Outpost updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use. This time last year: 15% https://t.co/mazBCW77nY @POTUS @realDonaldTrump pic.twitter.com/xLYuPuFbLX  Rasmussen Reports (@Rasmussen_Poll) August 3, 2018  Kanye West's enthusiast support certainly helped Trump gain traction among black voters. In April, West endured relentless criticism from many on the left who viewed him as a traitor. However, he is a very powerful person and his endorsement of Trump likely caused some of his fans to at least consider the possibility of supporting Trump.",1
"Title: LATEST: Photo that proves Hitler lived to 95 with his Brazilian lover  Article: By 21st Century Wire says Not a week goes by it seems without some claim, or sighting of an elderly Nazi Fhrer, usually in South America. Last year, 21WIRE explored the strong probability that Hitler had finally hung up his jack boots at the age of 73 in Argentina in 1962, dying alone, in bed on a respirator  as was recounted by individual eye-witness testimonies in the book and documentary, Grey Wolf. Still, the stories and revelations keep coming, and this latest one is as bizarre as any other.",0
"Title: Erdogan to US: Get out of the way so we can kill Kurds  Article: Over the weekend, the killing began in earnest. Turkey used its U.S.-supplied fighter jets to bomb more than one hundred targets in the predominantly Kurdish province of Afrin in Northern Syria on Saturday, killing civilians and YPG fighters alike. On Sunday, Turkish ground troops crossed the border, invading Syria. Turkish President Recep Tayyip Erdogan has made his intentions abundantly clear, vowing repeatedly to crush the Kurdish-led democratic government in Afrin, on Turkeys southern border. But it was Erdogans threats last week to U.S. troops serving as advisors to Kurdish fighters in northern Syria that were the real show stopper. ""This is what we have to say to all our allies: don't get in between us and terrorist organizations, or we will not be responsible for the unwanted consequences,"" Erdogan said in a speech in Ankara. ""Either you take off your flags on those terrorist organizations, or we will have to hand those flags over to you, Don't force us to bury in the ground those who are with terrorists,"" he said. In other words, Get out of the way, or you die. Erdogan was ostensibly responding to a statement from a U.S. military spokesman a few days earlier, who revealed that the U.S. was working with the Kurdish-led Syrian Democratic Forces (SDF) to establish and train the new Syrian Border Security Force. The inaugural class of the new border security force, currently in training, was just 230 persons. But the goal was a final force size of approximately 30,000, the spokesman said. When he heard that, Erdogan went ballistic, absolutely insane.",0
"Title: Were Off to a Good Start!  Article: President Donald Trump described his much anticipated meeting with Russian President Vladimir Putin as off to a good start, after meeting one-on-one with Putin for over two hours on Monday. Trump made his remarks to reporters before the start of a working lunch with Putin and his aides, which followed the two leaders private session. Before meeting with Putin, Trump said that the US and Russia will end up having an extraordinary relationship, despite current difficulties, adding I think the world wants to see us get along. Before his private discussion with Putin, Trump told reporters that he intended to discuss everything from trade to military to missiles to nuclear to China. Before the summit, Trump blamed previous administrations for the deterioration in relations between the US and Russia, tweeting: Our relationship with Russia has NEVER been worse thanks to many years of U.S. foolishness and stupidity and now, the Rigged Witch Hunt! a reference to the ongoing and thus far unsuccessful Mueller investigation. The meeting took place amid opposition from both Democrats and Republicans at home. White House Special Counsel Robert Mueller indicted 12 Russian hackers on Friday, and the news was expected to cast a cloud over the summit, despite the fact that the hackers alleged offences took place during the Obama administration. Reprinted from RT News.",0
"Title: Why One Doctor Believes A Killer Flu Pandemic Is Just Around The Corner  Article: Dr. Jonathan Quick, a medical doctor and one of the worlds top health professionals claims that the conditions are perfect for a new superbug in the form of a killer flu virus pandemic. Quick also believes that this pandemic could kill upwards of 33 million people in just 200 days. A piece written by Dr. Quick and published on The Daily Mail UKs website lays out why the doctor believes this pandemic is just around the corner. The big one is coming: a global virus pandemic that could kill 33 million victims in its first 200 days. Within the ensuing two years, more than 300 million people could perish worldwide. Dr. Jonathan Quick, The Daily Mail UK  Quick says one extreme scenario of a killer flu pandemic will fling the globe into financial chaos. If millions of people die because of the pandemic, there wont be enough survivors to run the computers or energy systems, leaving many to loot or die of starvation in the months following such a deadly outbreak. As a medical doctor and a health chief who has led global programmes at the World Health Organisation (WHO), I believe that the world is at risk of a viral pandemic that will be at least as deadly as anything we have ever known before. The most likely culprit will be a new and unprecedentedly deadly mutation of the influenza virus. The conditions are right. It could happen tomorrow. Dr. Jonathan Quick, The Daily Mail UK  A century after the Spanish Influenza outbreak which killed 100 million people, we are just as vulnerable to the flu now, says Dr. Qucik. But what about all those fancy vaccines? Doesnt that mean they dont work? Logic says yes but propaganda says no.",0
"Title: Communists and Socialists Embedded In Our Government!  Article: Has anyone ever wondered if we had Communists and Socialists working within our government to destroy our nation? We have found in plain sight many people with deep connections to both of these groups working within our Congress making laws that may well lead to becoming either a Socialist or Communist state. Let us begin with the Minority leader in the House of Representatives, Rep. Nancy Pelosi. Now, people will say this is crazy but if you dig deep enough you will see what we lay claim to here, but this is just the beginning as we will also show others with the same type of ideas and ones that are seen regularly. Nancy Pelosi (See-http://www.discoverthenetworks.org/individualProfile.asp?indid=1248)  On November 11 1995, Pelosi and fellow Democratic Congressman Ron Dellums were the keynote speakers at a public hearing on jobs and economic insecurity in San Francisco. The event was co-sponsored by the San Francisco Democratic Socialists of America (DSA) and the Full Employment Coalition. In the 1996 Congressional elections, the DSA's Political Action Committee endorsed Pelosi's candidacy. I pride myself in being called a liberal, Pelosi said that year. ... I dont consider myself a moderate. [7] In 1997 Pelosi co-sponsored Congressman Matthew Martinez's Job Creation and Infrastructure Restoration Act, which proposed to use $250 billion in federal funds for the establishment of union-wage jobs rebuilding infrastructure (e.g., schools, hospitals, libraries, public transportation, highways, and parks).",1
"Title: Dutch Study Shows Patients Requesting Euthanasia Likely Depressed  Article: News By Hilary White LEIDEN, January 16, 2006 (LifeSiteNews.com)  A study published by Dutch researchers in the September 20, 2005 edition of the Journal of Clinical Oncology (JCO) has shown that at least 50% of patients killed under the Dutch euthanasia programme were suffering from depression. In addition, 44% of those suffering from cancer showed clinical signs of depression when they asked for euthanasia. Titled, Euthanasia and Depression: A Prospective Cohort Study Among TerminallyIll Cancer Patients, the study reports that the risk to request euthanasia for patients with depressed mood was 4 times higher than that of patients without a depressed mood. The significance of the study is sharpened since the researchers themselves admitted to a strong bias against their own findings. The researchers at the Department of Clinical Epidemiology, Leiden University Medical Center, Leiden, the Netherlands, wrote that they were uncomfortable with the idea that a request for euthanasia is a symptom of depression and that the patients request for suicide should be deferred until his depression was treated. The authors bias in favour of the Dutch euthanasia doctrine is clear: The patients wish to hasten death cannot be put on par with a well-considered and persistent request for euthanasia in an environment where euthanasia is customary. Our clinical impression was that such requests were well considered decisions, thoroughly discussed with healthcare workers and family. We thought the patients requesting euthanasia were more accepting their impending death and we therefore expected them to be less depressed.",0
"Title: Trump: ""I'd Love to See a Shutdown""  Article: So, here we are again, just like I said we would be after last month's ""crisis"" of a government shutdown. President Donald Trump told reporters on Tuesday, ""I'd love to see a shutdown"" if Democrats will not accept his immigration proposals. Some of the proposals from Trump is to eliminate ""chain migration"" and alter immigration law to cut off the flow of MS-13 gang members into the US. Additionally, part of a Trump deal is to get $18 billion in funding for a southern border wall, as well as more military funding. ""If they don't want to take care of our military then shut it down,"" Trump said. ""We need much better border mechanisms and much better border security. We need the wall. We're going to get the wall,"" the president added. ""If we don't have the wall, we're never going to solve this problem."" Earlier Tuesday, Trump tweeted out a Daily Caller article which claimed a majority of Americans support a DACA compromise. The article also claims that it would fully strengthen the border and also include immigration laws changes. ""Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the border, ends chain migration & cancels the visa lottery,"" tweeted Trump. ""If Ds oppose this deal, they arent serious about DACA-they just want open borders."" Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the border, ends chain migration & cancels the visa lottery. If Ds oppose this deal, they arent serious about DACA-they just want open borders.",0
"Title: Huge!! This United Nations Takeover of America Will Rattle Your Core! They are Preparing ForChilling!  Article: Huge!! This United Nations Takeover of America Will Rattle Your Core! They are Preparing ForChilling! % of readers think this story is Fact. Add your two cents. Headline: Bitcoin & Blockchain Searches Exceed Trump! Blockchain Stocks Are Next! By Lisa Haven Have you ever pondered the idea that the America you live in, is just not the America you once knew? Well, there is a reason for that and it starts with the United Nationsa global organization whose goal it is to rule the world. In fact in the video Ive compiled below, I prove with 100% facts that the United Nations is doing just that, and how they have infiltrated every continent and specifically every state here in America. Furthermore I prove they have their hands in our school systems and multiple colleges all pushing a global agenda. When America finally meets her full demise, it will be because we collapsed from within and then the New World Order will implement its full blow. Please, please dont miss this URGENT report We are on the verge of a global transformation. All we need is the right major crisis and the nations will accept the New World Order. David Rockefeller Today Americans would be outraged if U.N. troops entered Los Angeles to restore order; tomorrow they will be grateful. Henry Kissinger As Kissinger implies, the new world order will not come in a third-world coup with the blatant imposition of military force. Instead, the circumstances are to be twisted so that the NWO appears to be the savior of humanity. It would be startling if any other approach had been accepted.",1
